"habitat","position","substrate","shade","fishNotes","habitatExtra","substrateExtra","signal","lon","lat","trackedTime_EST","shift","river","tagID","source","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.4597621666667,42.3815175,"2024-07-17 08:29:00","day","BUFFAM",14,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.4597831666667,42.3814043333333,"2024-07-17 08:30:00","day","BUFFAM",18,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.4598256666667,42.381319,"2024-07-17 08:31:00","day","BUFFAM",19,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Pool","Center",NA,"Lightly shaded","","","Rock,Pebble,Sand",NA,-72.4596405,42.3811676666667,"2024-07-17 08:34:00","day","BUFFAM",57,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Pool","Center",NA,"Lightly shaded","","","Rock,Sand",NA,-72.4596533333333,42.3811995,"2024-07-17 08:36:00","day","BUFFAM",62,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Pool","Center",NA,"Mostly shaded","","Woody_debris","Rock",NA,-72.4585541666667,42.3820575,"2024-07-17 08:50:00","day","BUFFAM",60,"iPad",74,"Clear","No rain","03:44","09:00","BUFF202407170440EST, HARR202407170601EST, AMTH202407170611EST","","04:40","42.1794043 N 72.4630898 W",75,"42.3807796 N 72.4584831 W",75
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.4584518333333,42.3820578333333,"2024-07-17 13:27:00","night","BUFFAM",60,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Right",NA,"Mostly shaded","","","Rock",NA,-72.4598221666667,42.3812655,"2024-07-17 13:31:00","night","BUFFAM",62,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock,Pebble",NA,-72.4597236666667,42.381245,"2024-07-17 13:36:00","night","BUFFAM",57,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Run","Right",NA,"Fully shaded","","","Rock",NA,-72.4599268333333,42.3812763333333,"2024-07-17 13:38:00","night","BUFFAM",19,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Mostly shaded","","","Rock",NA,-72.4600015,42.3813148333333,"2024-07-17 13:41:00","night","BUFFAM",18,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Mostly shaded","","","Rock",NA,-72.460021,42.3813293333333,"2024-07-17 13:41:00","night","BUFFAM",14,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Fully shaded","","","Rock",NA,-72.460273,42.3813145,"2024-07-17 13:43:00","night","BUFFAM",56,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Run","Center",NA,"Fully shaded","","","Rock",NA,-72.4604046666667,42.3811821666667,"2024-07-17 13:45:00","night","HARRIS",20,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Run","Right",NA,"Fully shaded","","","Rock",NA,-72.4585893333334,42.381891,"2024-07-17 14:25:00","night","BUFFAM",60,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Mostly shaded","","","Granule",NA,-72.4598395,42.3813661666667,"2024-07-17 14:31:00","night","BUFFAM",57,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Fully shaded","","","Pebble",NA,-72.4597688333333,42.3812656666667,"2024-07-17 14:33:00","night","BUFFAM",62,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Right",NA,"Mostly shaded","","","Rock",NA,-72.4599338333321,42.3812821666659,"2024-07-17 14:35:00","night","BUFFAM",19,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Run","Center",NA,"Mostly shaded","","","Rock",NA,-72.4599513333333,42.3813881666667,"2024-07-17 14:35:00","night","BUFFAM",18,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Lightly shaded","","","Rock",NA,-72.4599941666667,42.3812535,"2024-07-17 14:36:00","night","BUFFAM",14,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Left",NA,"Fully shaded","","","Rock",NA,-72.4601811666667,42.3811945,"2024-07-17 14:37:00","night","BUFFAM",56,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Mostly shaded","","","Rock",NA,-72.4603025,42.381143,"2024-07-17 14:38:00","night","HARRIS",20,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.4585063333333,42.3819396666667,"2024-07-17 15:10:00","night","BUFFAM",60,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Fully shaded","","","",NA,-72.4598103333333,42.3813621666667,"2024-07-17 15:19:00","night","BUFFAM",57,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Right",NA,"Fully shaded","","","Pebble",NA,-72.4598008333333,42.3813955,"2024-07-17 15:20:00","night","BUFFAM",62,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Mostly shaded","","","Rock",NA,-72.4598421666667,42.3812758333333,"2024-07-17 15:21:00","night","BUFFAM",19,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Mostly shaded","","","Rock",NA,-72.4598623333333,42.3812236666667,"2024-07-17 15:21:00","night","BUFFAM",18,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Center",NA,"Mostly shaded","","","Rock",NA,-72.4600078333333,42.3812153333333,"2024-07-17 15:22:00","night","BUFFAM",14,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Left",NA,"Fully shaded","","","Rock",NA,-72.4602073333333,42.38122,"2024-07-17 15:23:00","night","BUFFAM",56,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Fully shaded","","","Boulder,Rock",NA,-72.4601908333333,42.3811755,"2024-07-17 15:24:00","night","HARRIS",20,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.4585336666667,42.3820065,"2024-07-17 15:53:00","night","BUFFAM",60,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Right",NA,"Fully shaded","","","Rock,Pebble",NA,-72.4597438333333,42.3812611666667,"2024-07-17 16:02:00","night","BUFFAM",62,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Fully shaded","","","Rock",NA,-72.4598876666666,42.381173,"2024-07-17 16:09:00","night","BUFFAM",57,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Right",NA,"Fully shaded","","","Rock",NA,-72.4598925,42.3814698333333,"2024-07-17 16:12:00","night","BUFFAM",19,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.4598673333333,42.3814093333333,"2024-07-17 16:13:00","night","BUFFAM",18,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Riffle","Center",NA,"Fully shaded","","","Rock",NA,-72.4600643333333,42.3813011666667,"2024-07-17 16:14:00","night","BUFFAM",14,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Left",NA,"Fully shaded","","","Rock",NA,-72.4602841666667,42.3811975,"2024-07-17 16:15:00","night","BUFFAM",56,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Center",NA,"Fully shaded","","","Rock,Boulder",NA,-72.4602278333333,42.3811451666667,"2024-07-17 16:16:00","night","HARRIS",20,"iPad",88,"Clear","No rain","13:25","16:45","AMTH202407171527EST ,  BUFF02407171527EST , HARR202407171530EST","Had to leave early because of bad thunderstorms","15:27","42.3812014 N 72.4601705 W Harris: 42.3807410 N 72.4587332 W",80,"42.3820773 N 72.4585361 W",80
"Pool","Right",NA,"Night","","Woody_debris","Mud,Sand,Rock",NA,-72.5046478333334,42.667557,"2024-07-18 03:53:00","day","DRY UPPER",16,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Run","Center",NA,"Night","","","Granule,Pebble",NA,-72.5047465,42.6674028333333,"2024-07-18 03:57:00","day","DRY UPPER",22,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Night","","Root_bundle,Woody_debris","Mud,Sand,Rock",NA,-72.5040445,42.6661006666667,"2024-07-18 04:21:00","day","DRY UPPER",54,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Night","","Woody_debris,Root_bundle","Sand,Pebble,Rock",NA,-72.504054,42.6660298333333,"2024-07-18 04:32:00","day","DRY UPPER",54,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Riffle","Left",NA,"Night","","","Rock,Pebble",NA,-72.5046801666667,42.6674491666667,"2024-07-18 04:46:00","day","DRY UPPER",22,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Night","","Woody_debris","Rock,Sand,Mud",187,-72.5046675,42.667606,"2024-07-18 04:59:00","day","DRY UPPER",16,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Fully shaded","","Woody_debris","Rock,Sand,Mud",NA,-72.5046003333333,42.6677595,"2024-07-18 05:41:00","day","DRY UPPER",16,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Riffle","Right",NA,"","Found dead tag. Recovered from stream.","","Rock,Pebble",NA,-72.5046168333333,42.6672403333333,"2024-07-18 05:44:00","day","DRY UPPER",22,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Fully shaded","","Woody_debris,Root_bundle,Undercut_bank","Mud,Sand",NA,-72.504219,42.6659848333333,"2024-07-18 06:13:00","day","DRY UPPER",54,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","",NA,"Fully shaded","","Woody_debris","Rock,Sand,Mud",NA,-72.5041911666667,42.6631563333333,"2024-07-18 07:14:00","day","DRY UPPER",21,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"","",NA,"","Missing in the woods","","",195,-72.503272,42.6619666666667,"2024-07-18 08:16:00","day","DRY UPPER",52,"iPad",68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"Pool","Right",NA,"Fully shaded","","Woody_debris","Mud",NA,-72.5045655,42.6678666666667,"2024-07-18 13:25:00","night","DRY UPPER",16,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Mostly shaded","","","Rock,Mud",NA,-72.5040126666667,42.66607,"2024-07-18 13:43:00","night","DRY UPPER",54,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"","",NA,"","","","",113,-72.5037965,42.66414,"2024-07-18 14:20:00","night","DRY UPPER",53,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","Woody_debris","Mud",NA,-72.504121,42.6631756666667,"2024-07-18 14:28:00","night","DRY UPPER",21,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Center",NA,"Fully shaded","","","Sand,Granule",NA,-72.5060601666654,42.6684623333326,"2024-07-18 14:53:00","night","DRY UPPER",29.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.5068389999988,42.6682808333326,"2024-07-18 14:57:00","night","DRY UPPER",46.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"","","","Rock",NA,-72.5068323333321,42.6681026666659,"2024-07-18 14:58:00","night","DRY UPPER",39.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Glide","Left",NA,"","","","Granule",NA,-72.5049658333321,42.6683109999993,"2024-07-18 15:08:00","night","DRY UPPER",30.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Sand,Granule",NA,-72.5047123333333,42.6676303333333,"2024-07-18 15:13:00","night","DRY UPPER",16,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Sand",NA,-72.5039981666667,42.6661951666667,"2024-07-18 15:20:00","night","DRY UPPER",54,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock,Sand",NA,-72.5041755,42.663221,"2024-07-18 15:31:00","night","DRY UPPER",21,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Sand",NA,-72.5040881666666,42.6630868333333,"2024-07-18 16:01:00","night","DRY UPPER",21,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock,Granule",NA,-72.504117,42.6661055,"2024-07-18 16:12:00","night","DRY UPPER",54,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","",NA,"Fully shaded","","","Mud,Sand",NA,-72.5045116666667,42.6676543333333,"2024-07-18 16:18:00","night","DRY UPPER",16,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Left",NA,"Lightly shaded","","","Rock",NA,-72.5049911666654,42.6681123333326,"2024-07-18 16:22:00","night","DRY UPPER",30.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Left",NA,"Fully shaded","","","Rock,Sand",NA,-72.5059759999988,42.668426166666,"2024-07-18 16:25:00","night","DRY UPPER",29.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Mostly shaded","","","Rock",NA,-72.5068414999988,42.6681374999993,"2024-07-18 16:28:00","night","DRY UPPER",39.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Left",NA,"Fully shaded","","","Rock",NA,-72.5066876666654,42.6680898333326,"2024-07-18 16:29:00","night","DRY UPPER",46.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"","","","Rock",NA,-72.5069443333321,42.6681269999993,"2024-07-18 17:25:00","night","DRY UPPER",39.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Rock",NA,-72.5069606666654,42.6680893333326,"2024-07-18 17:26:00","night","DRY UPPER",46.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Center",NA,"Fully shaded","","","Rock,Sand",NA,-72.5059264999988,42.668471666666,"2024-07-18 17:28:00","night","DRY UPPER",29.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Left",NA,"Fully shaded","","","Rock",NA,-72.5050896666654,42.6681889999993,"2024-07-18 17:35:00","night","DRY UPPER",30.1,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Sand,Mud",NA,-72.5046435,42.6676093333333,"2024-07-18 17:38:00","night","DRY UPPER",16,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Mud,Granule",NA,-72.5038408333333,42.6661876666667,"2024-07-18 17:44:00","night","DRY UPPER",54,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Mud",NA,-72.5042556666667,42.6630795,"2024-07-18 17:54:00","night","DRY UPPER",21,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Mud",NA,-72.5040951666667,42.663219,"2024-07-18 18:02:00","night","DRY UPPER",21,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
"Pool","Right",NA,"Fully shaded","","","Mud",NA,-72.5041428333333,42.6661158333333,"2024-07-18 18:13:00","night","DRY UPPER",54,"iPad",83,"Clear","No rain","12:55","18:27","DRYU202407181425EST","","14:25","42.6626352 N 72.5044535 W",75,"Lat: 42.6691061 N Long: 72.5075635 W",75
