"trackedTime_EST","river","shift","tagID","power","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","flowTime_EST","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"2024-08-06 21:48:00","UNDERHILL","night",45,202,NA,NA,NA,NA,NA,NA,-72.3276147,42.44478,NA,"receiver",NA,NA,73,"Cloudy","Weak rain","17:59","22:13","UNDH202408061801EST","","18:01","Lat:42.4442383 N Long: 72.3236331 W",80,"Lat 42.4436998. Long 72.3297100",45
"2024-08-06 21:51:32","UNDERHILL","night",33,177,NA,NA,NA,NA,NA,NA,-72.32607,42.4451183,NA,"receiver",NA,NA,73,"Cloudy","Weak rain","17:59","22:13","UNDH202408061801EST","","18:01","Lat:42.4442383 N Long: 72.3236331 W",80,"Lat 42.4436998. Long 72.3297100",45
"2024-08-06 21:51:52","UNDERHILL","night",33,197,NA,NA,NA,NA,NA,NA,-72.3261167,42.4451583,NA,"receiver",NA,NA,73,"Cloudy","Weak rain","17:59","22:13","UNDH202408061801EST","","18:01","Lat:42.4442383 N Long: 72.3236331 W",80,"Lat 42.4436998. Long 72.3297100",45
"2024-08-06 22:03:40","AMETHYST","night",18,30,NA,NA,NA,NA,NA,NA,-0.016665,-0.016665,NA,"receiver",NA,NA,73,"Cloudy","Moderate rain","17:00","22:17","BUFF202408082007EST HARR202408082026EST AMTH202408082013EST","","20:07","Lat 42.3813265 Lon 72.4609471",80,"Buffum lat 42.3821350 Lon 72.4585148 harris lat 42.3813420 Lon 72.4589892",80
"2024-08-07 07:19:03","DRY UPPER","day",29,134,NA,NA,NA,NA,NA,NA,-72.505695,42.6683,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:19:23","DRY UPPER","day",29,137,NA,NA,NA,NA,NA,NA,-72.5058047,42.6682717,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:19:43","DRY UPPER","day",29,121,NA,NA,NA,NA,NA,NA,-72.5058183,42.6682667,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:20:03","DRY UPPER","day",29,161,NA,NA,NA,NA,NA,NA,-72.5058583,42.6682733,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:20:23","DRY UPPER","day",29,126,NA,NA,NA,NA,NA,NA,-72.5059617,42.6683767,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:21:03","DRY UPPER","day",29,125,NA,NA,NA,NA,NA,NA,-72.5061667,42.6683367,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:21:23","DRY UPPER","day",29,99,NA,NA,NA,NA,NA,NA,-72.5062497,42.66831,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:22:03","DRY UPPER","day",29,92,NA,NA,NA,NA,NA,NA,-72.5063797,42.6682083,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:25:09","DRY UPPER","day",30,70,NA,NA,NA,NA,NA,NA,-72.5069717,42.6681317,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:25:23","DRY UPPER","day",29,69,NA,NA,NA,NA,NA,NA,-72.5069814,42.668125,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:25:29","DRY UPPER","day",30,71,NA,NA,NA,NA,NA,NA,-72.5069867,42.66812,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:25:43","DRY UPPER","day",29,79,NA,NA,NA,NA,NA,NA,-72.5069867,42.6681133,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:25:49","DRY UPPER","day",30,72,NA,NA,NA,NA,NA,NA,-72.5069867,42.6681133,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:26:03","DRY UPPER","day",29,73,NA,NA,NA,NA,NA,NA,-72.506985,42.66811,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:26:23","DRY UPPER","day",29,65,NA,NA,NA,NA,NA,NA,-72.5069814,42.6681083,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:26:43","DRY UPPER","day",29,58,NA,NA,NA,NA,NA,NA,-72.5069783,42.6681083,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:27:03","DRY UPPER","day",29,63,NA,NA,NA,NA,NA,NA,-72.5069733,42.6681083,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:27:43","DRY UPPER","day",29,90,NA,NA,NA,NA,NA,NA,-72.5069697,42.6681067,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:27:49","DRY UPPER","day",30,81,NA,NA,NA,NA,NA,NA,-72.5069683,42.6681067,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:27:54","DICKEY","day",31,60,NA,NA,NA,NA,NA,NA,-72.5069683,42.6681067,NA,"receiver",NA,NA,65,"Mostly cloudy","No rain","07:40","12:56","DCKY202408091101EST","","11:01","42.4422884,723734432",75,"42.4408447,72.3678180",75
"2024-08-07 07:28:10","AMETHYST","day",18,61,NA,NA,NA,NA,NA,NA,-72.5069683,42.6681067,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-07 07:28:39","AMETHYST","day",18,56,NA,NA,NA,NA,NA,NA,-72.507005,42.668105,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-07 07:28:47","AMETHYST","day",15,59,NA,NA,NA,NA,NA,NA,-72.5070017,42.6681017,NA,"receiver",NA,NA,63,"Mostly cloudy","No rain","07:35","13:34","BUFF20240801040EST HARR202408081041EST AMTH202408081045EST","","10:40","42.3794084 N 72.4628350W",70,"42.3808097 N 72.4584604 W",70
"2024-08-07 07:29:23","DRY UPPER","day",29,66,NA,NA,NA,NA,NA,NA,-72.5069031,42.668105,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:30:43","DRY UPPER","day",29,93,NA,NA,NA,NA,NA,NA,-72.5066417,42.66816,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:31:23","DRY UPPER","day",29,108,NA,NA,NA,NA,NA,NA,-72.5063183,42.6681567,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:31:43","DRY UPPER","day",29,99,NA,NA,NA,NA,NA,NA,-72.50635,42.6682383,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:32:03","DRY UPPER","day",29,126,NA,NA,NA,NA,NA,NA,-72.50626,42.6682733,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:32:23","DRY UPPER","day",29,138,NA,NA,NA,NA,NA,NA,-72.50609,42.6683133,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:32:43","DRY UPPER","day",29,176,NA,NA,NA,NA,NA,NA,-72.506,42.6683883,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:33:03","DRY UPPER","day",29,117,NA,NA,NA,NA,NA,NA,-72.5059317,42.6684033,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:33:23","DRY UPPER","day",29,153,NA,NA,NA,NA,NA,NA,-72.50596,42.6684117,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:33:43","DRY UPPER","day",29,155,NA,NA,NA,NA,NA,NA,-72.5059667,42.66839,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:34:03","DRY UPPER","day",29,147,NA,NA,NA,NA,NA,NA,-72.50597,42.668395,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:34:23","DRY UPPER","day",29,147,NA,NA,NA,NA,NA,NA,-72.5059583,42.6683983,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:34:43","DRY UPPER","day",29,181,NA,NA,NA,NA,NA,NA,-72.5059417,42.668385,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:35:03","DRY UPPER","day",29,179,NA,NA,NA,NA,NA,NA,-72.5059533,42.668395,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:35:23","DRY UPPER","day",29,174,NA,NA,NA,NA,NA,NA,-72.50604,42.6683867,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:35:43","DRY UPPER","day",29,178,NA,NA,NA,NA,NA,NA,-72.5060833,42.6683867,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:36:03","DRY UPPER","day",29,190,NA,NA,NA,NA,NA,NA,-72.506085,42.668385,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:36:23","DRY UPPER","day",29,188,NA,NA,NA,NA,NA,NA,-72.5060883,42.66837,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:36:43","DRY UPPER","day",29,188,NA,NA,NA,NA,NA,NA,-72.5060833,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:37:03","DRY UPPER","day",29,194,NA,NA,NA,NA,NA,NA,-72.5060217,42.6684333,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:37:23","DRY UPPER","day",29,189,NA,NA,NA,NA,NA,NA,-72.50602,42.6684283,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:37:43","DRY UPPER","day",29,188,NA,NA,NA,NA,NA,NA,-72.506015,42.6684267,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:38:03","DRY UPPER","day",29,186,NA,NA,NA,NA,NA,NA,-72.506015,42.6684233,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:38:23","DRY UPPER","day",29,188,NA,NA,NA,NA,NA,NA,-72.50602,42.6684067,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:38:43","DRY UPPER","day",29,138,NA,NA,NA,NA,NA,NA,-72.5060364,42.6683867,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:39:03","DRY UPPER","day",29,160,NA,NA,NA,NA,NA,NA,-72.5060433,42.6683767,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:39:23","DRY UPPER","day",29,115,NA,NA,NA,NA,NA,NA,-72.5060767,42.6683917,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:39:43","DRY UPPER","day",29,149,NA,NA,NA,NA,NA,NA,-72.5060567,42.6684133,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:40:23","DRY UPPER","day",29,107,NA,NA,NA,NA,NA,NA,-72.5059867,42.6684333,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:40:29","DRY UPPER","day",30,84,NA,NA,NA,NA,NA,NA,-72.5059833,42.6684383,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:40:43","DRY UPPER","day",29,157,NA,NA,NA,NA,NA,NA,-72.5059817,42.6684383,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:41:03","DRY UPPER","day",29,114,NA,NA,NA,NA,NA,NA,-72.5059817,42.66844,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:41:09","DRY UPPER","day",30,92,NA,NA,NA,NA,NA,NA,-72.5059817,42.66844,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:41:23","DRY UPPER","day",29,138,NA,NA,NA,NA,NA,NA,-72.5059797,42.66844,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:42:03","DRY UPPER","day",29,91,NA,NA,NA,NA,NA,NA,-72.5055867,42.6684,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:42:49","DRY UPPER","day",30,98,NA,NA,NA,NA,NA,NA,-72.5055014,42.6683717,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:43:23","DRY UPPER","day",29,105,NA,NA,NA,NA,NA,NA,-72.505495,42.6683683,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:43:43","DRY UPPER","day",29,104,NA,NA,NA,NA,NA,NA,-72.5054883,42.6683683,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:43:49","DRY UPPER","day",30,74,NA,NA,NA,NA,NA,NA,-72.5054867,42.6683667,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:03","DRY UPPER","day",29,75,NA,NA,NA,NA,NA,NA,-72.5054897,42.6683667,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:09","DRY UPPER","day",30,103,NA,NA,NA,NA,NA,NA,-72.5054897,42.668365,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:23","DRY UPPER","day",29,80,NA,NA,NA,NA,NA,NA,-72.5054897,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:29","DRY UPPER","day",30,85,NA,NA,NA,NA,NA,NA,-72.5054897,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:43","DRY UPPER","day",29,91,NA,NA,NA,NA,NA,NA,-72.5054897,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:44:49","DRY UPPER","day",30,97,NA,NA,NA,NA,NA,NA,-72.5054883,42.6683617,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:45:09","DRY UPPER","day",30,109,NA,NA,NA,NA,NA,NA,-72.50548,42.668365,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:45:23","DRY UPPER","day",29,92,NA,NA,NA,NA,NA,NA,-72.5054781,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:45:29","DRY UPPER","day",30,108,NA,NA,NA,NA,NA,NA,-72.5054767,42.6683633,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:45:43","DRY UPPER","day",29,86,NA,NA,NA,NA,NA,NA,-72.5054033,42.6683767,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:45:49","DRY UPPER","day",30,127,NA,NA,NA,NA,NA,NA,-72.5053947,42.6683833,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:46:09","DRY UPPER","day",30,124,NA,NA,NA,NA,NA,NA,-72.5053933,42.66838,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:46:23","DRY UPPER","day",29,95,NA,NA,NA,NA,NA,NA,-72.5053881,42.6683767,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:46:29","DRY UPPER","day",30,121,NA,NA,NA,NA,NA,NA,-72.5053817,42.668375,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:46:49","DRY UPPER","day",30,135,NA,NA,NA,NA,NA,NA,-72.5052067,42.6683433,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:46:52","DRY UPPER","day",16,69,NA,NA,NA,NA,NA,NA,-72.5051767,42.6683233,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:47:09","DRY UPPER","day",30,166,NA,NA,NA,NA,NA,NA,-72.50512,42.6683033,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:47:23","DRY UPPER","day",29,83,NA,NA,NA,NA,NA,NA,-72.5051267,42.6682967,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
"2024-08-07 07:47:29","DRY UPPER","day",30,176,NA,NA,NA,NA,NA,NA,-72.5051217,42.66829,NA,"receiver",NA,NA,60,"Cloudy","Weak rain","07:19","12:43","DRY202408071031EST","","10:31","42.6586929 degrees N, 72.5041623 degrees W",70,"42.6680512 degrees N, 72.5067974 degrees W",70
