"date","trackedTime_EST","river","shift","radioID","power","status","habitat","habitatExtra","position","substrate","substrateExtra","shade","lon","lat","fishNotes","source","totalDischarge","ftTime_EST","airTemp","cloud","precip","startTime_EST","endTime_EST","isoID","streamNotes","isoTime_EST","downstreamGPS","downstreamGain","upstreamGPS","upstreamGain"
"2024-07-16","2024-07-16 07:43:10","DRY UPPER","day",42,130,NA,NA,NA,NA,NA,NA,NA,-72.3682,42.4402367,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:43:30","DRY UPPER","day",42,109,NA,NA,NA,NA,NA,NA,NA,-72.3689564,42.440135,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:44:10","DRY UPPER","day",42,111,NA,NA,NA,NA,NA,NA,NA,-72.370175,42.4407067,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:44:30","DRY UPPER","day",42,113,NA,NA,NA,NA,NA,NA,NA,-72.3709683,42.4413183,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:44:50","DRY UPPER","day",42,145,NA,NA,NA,NA,NA,NA,NA,-72.3713917,42.4419033,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:45:10","DRY UPPER","day",42,127,NA,NA,NA,NA,NA,NA,NA,-72.3717617,42.4422467,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:45:30","DRY UPPER","day",42,106,NA,NA,NA,NA,NA,NA,NA,-72.372035,42.4424583,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:45:50","DRY UPPER","day",42,113,NA,NA,NA,NA,NA,NA,NA,-72.37242,42.4426233,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:46:10","DRY UPPER","day",42,124,NA,NA,NA,NA,NA,NA,NA,-72.3728064,42.4425517,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:46:50","DRY UPPER","day",42,137,NA,NA,NA,NA,NA,NA,NA,-72.3732667,42.4422967,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:46:54","DICKEY","day",32,57,NA,NA,NA,NA,NA,NA,NA,-72.3732767,42.4422883,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:46:55","DICKEY","day",38,75,NA,NA,NA,NA,NA,NA,NA,-72.3732717,42.4422783,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:47:10","DRY UPPER","day",42,144,NA,NA,NA,NA,NA,NA,NA,-72.3733067,42.4423033,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:47:14","DICKEY","day",32,60,NA,NA,NA,NA,NA,NA,NA,-72.3733333,42.4423067,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:47:15","DICKEY","day",38,76,NA,NA,NA,NA,NA,NA,NA,-72.3733297,42.442305,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:47:35","DICKEY","day",38,69,NA,NA,NA,NA,NA,NA,NA,-72.3733833,42.442305,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:47:50","DRY UPPER","day",42,146,NA,NA,NA,NA,NA,NA,NA,-72.37345,42.4422433,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:47:55","DICKEY","day",38,73,NA,NA,NA,NA,NA,NA,NA,-72.3734683,42.4422367,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:48:10","DRY UPPER","day",42,143,NA,NA,NA,NA,NA,NA,NA,-72.3734617,42.44235,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 07:48:15","DICKEY","day",38,74,NA,NA,NA,NA,NA,NA,NA,-72.3734517,42.4423317,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 07:48:50","DRY UPPER","day",42,151,NA,NA,NA,NA,NA,NA,NA,-72.3732914,42.4422417,NA,"receiver",NA,NA,68,"Mostly cloudy","No rain","03:45","09:12","DRYU202407180447EST","Walked all the way to lower dry looking for missing fis.","04:47","42.6586850 N 72.5041881",75,"42.6691445 N 72.5075889 W",75
"2024-07-16","2024-07-16 08:14:55","DICKEY","day",38,119,NA,NA,NA,NA,NA,NA,NA,-72.3731164,42.444555,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:15:15","DICKEY","day",38,130,NA,NA,NA,NA,NA,NA,NA,-72.3732433,42.44453,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:15:35","DICKEY","day",38,136,NA,NA,NA,NA,NA,NA,NA,-72.3732783,42.4445567,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:15:55","DICKEY","day",38,152,NA,NA,NA,NA,NA,NA,NA,-72.373315,42.4445483,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:16:15","DICKEY","day",38,177,NA,NA,NA,NA,NA,NA,NA,-72.3733933,42.4444683,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:16:35","DICKEY","day",38,174,NA,NA,NA,NA,NA,NA,NA,-72.3734217,42.4444633,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:16:55","DICKEY","day",38,154,NA,NA,NA,NA,NA,NA,NA,-72.373405,42.444435,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:17:15","DICKEY","day",38,170,NA,NA,NA,NA,NA,NA,NA,-72.3734264,42.4444267,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:17:35","DICKEY","day",38,135,NA,NA,NA,NA,NA,NA,NA,-72.3734283,42.4444317,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:17:55","DICKEY","day",38,162,NA,NA,NA,NA,NA,NA,NA,-72.37341,42.4444367,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:18:15","DICKEY","day",38,207,NA,NA,NA,NA,NA,NA,NA,-72.373385,42.4443783,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:18:35","DICKEY","day",38,143,NA,NA,NA,NA,NA,NA,NA,-72.3733933,42.4443767,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:18:55","DICKEY","day",38,140,NA,NA,NA,NA,NA,NA,NA,-72.3733967,42.44436,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:19:15","DICKEY","day",38,131,NA,NA,NA,NA,NA,NA,NA,-72.3733981,42.4443483,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:19:35","DICKEY","day",38,178,NA,NA,NA,NA,NA,NA,NA,-72.3733433,42.44431,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:20:15","DICKEY","day",38,125,NA,NA,NA,NA,NA,NA,NA,-72.37339,42.4441433,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:21:14","DICKEY","day",32,170,NA,NA,NA,NA,NA,NA,NA,-72.3734283,42.4439717,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:21:34","DICKEY","day",32,182,NA,NA,NA,NA,NA,NA,NA,-72.37335,42.4439467,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:22:14","DICKEY","day",32,187,NA,NA,NA,NA,NA,NA,NA,-72.3733917,42.44395,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:22:34","DICKEY","day",32,181,NA,NA,NA,NA,NA,NA,NA,-72.3733864,42.443945,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:22:54","DICKEY","day",32,182,NA,NA,NA,NA,NA,NA,NA,-72.3733864,42.443945,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:23:14","DICKEY","day",32,182,NA,NA,NA,NA,NA,NA,NA,-72.3733883,42.4439417,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:23:34","DICKEY","day",32,183,NA,NA,NA,NA,NA,NA,NA,-72.3733917,42.4439383,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:23:54","DICKEY","day",32,189,NA,NA,NA,NA,NA,NA,NA,-72.3733933,42.44394,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:24:54","DICKEY","day",32,190,NA,NA,NA,NA,NA,NA,NA,-72.3733967,42.44394,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:25:14","DICKEY","day",32,189,NA,NA,NA,NA,NA,NA,NA,-72.3733967,42.44394,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:25:34","DICKEY","day",32,187,NA,NA,NA,NA,NA,NA,NA,-72.3733967,42.44394,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:25:54","DICKEY","day",32,189,NA,NA,NA,NA,NA,NA,NA,-72.3733967,42.4439417,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:26:14","DICKEY","day",32,190,NA,NA,NA,NA,NA,NA,NA,-72.373395,42.4439467,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:26:34","DICKEY","day",32,207,NA,NA,NA,NA,NA,NA,NA,-72.373405,42.4439467,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:27:14","DICKEY","day",32,117,NA,NA,NA,NA,NA,NA,NA,-72.373475,42.4439833,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:28:55","DICKEY","day",38,146,NA,NA,NA,NA,NA,NA,NA,-72.3733917,42.4442433,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:29:15","DICKEY","day",38,168,NA,NA,NA,NA,NA,NA,NA,-72.3733483,42.44431,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:29:35","DICKEY","day",38,130,NA,NA,NA,NA,NA,NA,NA,-72.3734314,42.4444133,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:29:55","DICKEY","day",38,131,NA,NA,NA,NA,NA,NA,NA,-72.37342,42.4444983,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:38:11","DICKEY","day",31,117,NA,NA,NA,NA,NA,NA,NA,-72.371635,42.44373,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:38:31","DICKEY","day",31,119,NA,NA,NA,NA,NA,NA,NA,-72.3714417,42.443715,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:39:11","DICKEY","day",31,142,NA,NA,NA,NA,NA,NA,NA,-72.3712233,42.4437117,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:39:31","DICKEY","day",31,178,NA,NA,NA,NA,NA,NA,NA,-72.3712267,42.4437583,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:39:51","DICKEY","day",31,159,NA,NA,NA,NA,NA,NA,NA,-72.37128,42.44386,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:40:11","DICKEY","day",31,197,NA,NA,NA,NA,NA,NA,NA,-72.371285,42.4438517,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:40:31","DICKEY","day",31,124,NA,NA,NA,NA,NA,NA,NA,-72.3712783,42.4438483,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:40:51","DICKEY","day",31,153,NA,NA,NA,NA,NA,NA,NA,-72.3712764,42.4438533,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:41:11","DICKEY","day",31,164,NA,NA,NA,NA,NA,NA,NA,-72.371275,42.4438367,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:41:31","DICKEY","day",31,147,NA,NA,NA,NA,NA,NA,NA,-72.3711533,42.4437933,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:42:31","DICKEY","day",31,121,NA,NA,NA,NA,NA,NA,NA,-72.3705164,42.443785,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:42:50","DICKEY","day",28,186,NA,NA,NA,NA,NA,NA,NA,-72.3705533,42.4436883,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:43:10","DICKEY","day",28,207,NA,NA,NA,NA,NA,NA,NA,-72.3706964,42.44376,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:43:16","DICKEY","day",37,118,NA,NA,NA,NA,NA,NA,NA,-72.3706964,42.4437583,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:43:30","DICKEY","day",28,149,NA,NA,NA,NA,NA,NA,NA,-72.37069,42.4437433,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:43:50","DICKEY","day",28,141,NA,NA,NA,NA,NA,NA,NA,-72.3706983,42.443705,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:43:56","DICKEY","day",37,115,NA,NA,NA,NA,NA,NA,NA,-72.3706964,42.4437017,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:44:30","DICKEY","day",28,144,NA,NA,NA,NA,NA,NA,NA,-72.3707,42.4436817,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:44:36","DICKEY","day",37,121,NA,NA,NA,NA,NA,NA,NA,-72.3706417,42.4436467,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:44:50","DICKEY","day",26,135,NA,NA,NA,NA,NA,NA,NA,-72.37053,42.4435783,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:44:56","DICKEY","day",37,136,NA,NA,NA,NA,NA,NA,NA,-72.3703767,42.4435567,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:45:10","DICKEY","day",26,206,NA,NA,NA,NA,NA,NA,NA,-72.370315,42.443575,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:45:10","DICKEY","day",28,121,NA,NA,NA,NA,NA,NA,NA,-72.3703131,42.4435767,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:45:16","DICKEY","day",37,188,NA,NA,NA,NA,NA,NA,NA,-72.3702617,42.4436167,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:45:30","DICKEY","day",26,147,NA,NA,NA,NA,NA,NA,NA,-72.370245,42.4436067,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 08:45:36","DICKEY","day",37,196,NA,NA,NA,NA,NA,NA,NA,-72.370245,42.4436067,NA,"receiver",NA,NA,70,"Cloudy","No rain","03:35","08:55","DCKY202407160347EST","","03:47","42.4422631.N 72.3733436 W",70,"42.4374180 N 72.346902 W",75
"2024-07-16","2024-07-16 13:09:09","DICKEY","night",31,183,NA,NA,NA,NA,NA,NA,NA,-72.3711181,42.4439317,NA,"receiver",NA,NA,85,"Mostly sunny/mostly clear","No rain","13:13","18:08","DCKY202407161444EST","","14:44","Lat: 42.27 +/-7.6 N Long: 72.22 +/-7.6 W",80,"42.4430367 LAT. 72.3700836 LON",80
"2024-07-16","2024-07-16 13:09:29","DICKEY","night",31,188,NA,NA,NA,NA,NA,NA,NA,-72.371095,42.4440133,NA,"receiver",NA,NA,85,"Mostly sunny/mostly clear","No rain","13:13","18:08","DCKY202407161444EST","","14:44","Lat: 42.27 +/-7.6 N Long: 72.22 +/-7.6 W",80,"42.4430367 LAT. 72.3700836 LON",80
"2024-07-16","2024-07-16 13:09:49","DICKEY","night",31,191,NA,NA,NA,NA,NA,NA,NA,-72.3710917,42.4440067,NA,"receiver",NA,NA,85,"Mostly sunny/mostly clear","No rain","13:13","18:08","DCKY202407161444EST","","14:44","Lat: 42.27 +/-7.6 N Long: 72.22 +/-7.6 W",80,"42.4430367 LAT. 72.3700836 LON",80
"2024-07-16","2024-07-16 13:10:09","DICKEY","night",31,186,NA,NA,NA,NA,NA,NA,NA,-72.3711117,42.44407,NA,"receiver",NA,NA,85,"Mostly sunny/mostly clear","No rain","13:13","18:08","DCKY202407161444EST","","14:44","Lat: 42.27 +/-7.6 N Long: 72.22 +/-7.6 W",80,"42.4430367 LAT. 72.3700836 LON",80
"2024-07-16","2024-07-16 13:10:29","DICKEY","night",31,185,NA,NA,NA,NA,NA,NA,NA,-72.3711217,42.4441033,NA,"receiver",NA,NA,85,"Mostly sunny/mostly clear","No rain","13:13","18:08","DCKY202407161444EST","","14:44","Lat: 42.27 +/-7.6 N Long: 72.22 +/-7.6 W",80,"42.4430367 LAT. 72.3700836 LON",80
